Kod;Grupy towarów i usług;Rok;Wartosc;Jednostka miary
5160000000;odzież i obuwie;2003;31,13;zł
5160000000;odzież i obuwie;2004;35,03;zł
5160000000;odzież i obuwie;2005;34,43;zł
5160000000;odzież i obuwie;2006;34,15;zł
5160000000;odzież i obuwie;2007;40,25;zł
5160000000;odzież i obuwie;2008;50,65;zł
5160000000;odzież i obuwie;2009;47,28;zł
5160000000;odzież i obuwie;2010;51,56;zł
5160000000;odzież i obuwie;2011;46,55;zł
5160000000;odzież i obuwie;2012;51,22;zł
5160000000;odzież i obuwie;2013;50,11;zł
5160000000;odzież i obuwie;2014;51,48;zł
5160000000;odzież i obuwie;2015;51,13;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;1998;;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;1999;112,03;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2000;108,93;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2001;115,79;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2002;117,66;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2003;140,75;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2004;129,06;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2005;137,28;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2006;140,57;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2007;149,87;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2008;174,72;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2009;185,54;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2010;175,83;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2011;189,11;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2012;186,49;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2013;203,51;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2014;177,91;zł
5160000000;użytkowanie mieszkania lub domu i nośniki energii;2015;194,05;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;1998;;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;1999;44,12;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2000;31,87;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2001;33,59;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2002;31,9;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2003;32,79;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2004;35,62;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2005;41,52;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2006;41,35;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2007;45,12;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2008;54,75;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2009;48,92;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2010;50,46;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2011;50,68;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2012;50,07;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2013;50,18;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2014;55,5;zł
5160000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2015;54,88;zł
5160000000;zdrowie;1998;;zł
5160000000;zdrowie;1999;21,89;zł
5160000000;zdrowie;2000;23,31;zł
5160000000;zdrowie;2001;26,87;zł
5160000000;zdrowie;2002;25,17;zł
5160000000;zdrowie;2003;33,65;zł
5160000000;zdrowie;2004;40,15;zł
5160000000;zdrowie;2005;40,57;zł
5160000000;zdrowie;2006;38,16;zł
5160000000;zdrowie;2007;44,31;zł
5160000000;zdrowie;2008;52,5;zł
5160000000;zdrowie;2009;48,74;zł
5160000000;zdrowie;2010;43,9;zł
5160000000;zdrowie;2011;49,14;zł
5160000000;zdrowie;2012;48,12;zł
5160000000;zdrowie;2013;53,48;zł
5160000000;zdrowie;2014;52,47;zł
5160000000;zdrowie;2015;57,98;zł
5160000000;transport;1998;;zł
5160000000;transport;1999;40,67;zł
5160000000;transport;2000;55,18;zł
5160000000;transport;2001;52,03;zł
5160000000;transport;2002;50,34;zł
5160000000;transport;2003;63,75;zł
5160000000;transport;2004;73,7;zł
5160000000;transport;2005;82,05;zł
5160000000;transport;2006;74,5;zł
5160000000;transport;2007;87,76;zł
5160000000;transport;2008;111,11;zł
5160000000;transport;2009;112,41;zł
5160000000;transport;2010;109,18;zł
5160000000;transport;2011;92,76;zł
5160000000;transport;2012;100,15;zł
5160000000;transport;2013;108,15;zł
5160000000;transport;2014;100,85;zł
5160000000;transport;2015;92,13;zł
5160000000;łączność;1998;;zł
5160000000;łączność;1999;16,03;zł
5160000000;łączność;2000;21,2;zł
5160000000;łączność;2001;27,8;zł
5160000000;łączność;2002;29,22;zł
5160000000;łączność;2003;32,36;zł
5160000000;łączność;2004;34,38;zł
5160000000;łączność;2005;39,38;zł
5160000000;łączność;2006;36,79;zł
5160000000;łączność;2007;39,77;zł
5160000000;łączność;2008;42,96;zł
5160000000;łączność;2009;42,66;zł
5160000000;łączność;2010;40,4;zł
5160000000;łączność;2011;39,24;zł
5160000000;łączność;2012;41,22;zł
5160000000;łączność;2013;51,34;zł
5160000000;łączność;2014;50,29;zł
5160000000;łączność;2015;51,75;zł
5160000000;rekreacja i kultura;1998;;zł
5160000000;rekreacja i kultura;1999;33,65;zł
5160000000;rekreacja i kultura;2000;41,07;zł
5160000000;rekreacja i kultura;2001;41,92;zł
5160000000;rekreacja i kultura;2002;41,73;zł
5160000000;rekreacja i kultura;2003;41,21;zł
5160000000;rekreacja i kultura;2004;52,4;zł
5160000000;rekreacja i kultura;2005;50,05;zł
5160000000;rekreacja i kultura;2006;52,11;zł
5160000000;rekreacja i kultura;2007;64,42;zł
5160000000;rekreacja i kultura;2008;84,06;zł
5160000000;rekreacja i kultura;2009;83,37;zł
5160000000;rekreacja i kultura;2010;86,16;zł
5160000000;rekreacja i kultura;2011;87,23;zł
5160000000;rekreacja i kultura;2012;93,49;zł
5160000000;rekreacja i kultura;2013;75,16;zł
5160000000;rekreacja i kultura;2014;74,2;zł
5160000000;rekreacja i kultura;2015;80,41;zł
5160000000;edukacja;1998;;zł
5160000000;edukacja;1999;3,31;zł
5160000000;edukacja;2000;8,72;zł
5160000000;edukacja;2001;6,87;zł
5160000000;edukacja;2002;6,79;zł
5160000000;edukacja;2003;6,98;zł
5160000000;edukacja;2004;7,5;zł
5160000000;edukacja;2005;7,73;zł
5160000000;edukacja;2006;7,59;zł
5160000000;edukacja;2007;6,95;zł
5160000000;edukacja;2008;10,73;zł
5160000000;edukacja;2009;8,75;zł
5160000000;edukacja;2010;12,71;zł
5160000000;edukacja;2011;10,97;zł
5160000000;edukacja;2012;9,45;zł
5160000000;edukacja;2013;8,92;zł
5160000000;edukacja;2014;7,4;zł
5160000000;edukacja;2015;9,97;zł
5160000000;restauracje i hotele;1998;;zł
5160000000;restauracje i hotele;1999;10,63;zł
5160000000;restauracje i hotele;2000;13,39;zł
5160000000;restauracje i hotele;2001;9,38;zł
5160000000;restauracje i hotele;2002;11,57;zł
5160000000;restauracje i hotele;2003;12,41;zł
5160000000;restauracje i hotele;2004;12,47;zł
5160000000;restauracje i hotele;2005;14,59;zł
5160000000;restauracje i hotele;2006;11,39;zł
5160000000;restauracje i hotele;2007;15,26;zł
5160000000;restauracje i hotele;2008;25;zł
5160000000;restauracje i hotele;2009;19,36;zł
5160000000;restauracje i hotele;2010;22,31;zł
5160000000;restauracje i hotele;2011;21,39;zł
5160000000;restauracje i hotele;2012;28,95;zł
5160000000;restauracje i hotele;2013;27,41;zł
5160000000;restauracje i hotele;2014;43,2;zł
5160000000;restauracje i hotele;2015;49,36;zł
5160000000;pozostałe wydatki na towary i usługi;1998;;zł
5160000000;pozostałe wydatki na towary i usługi;1999;29,55;zł
5160000000;pozostałe wydatki na towary i usługi;2000;25,35;zł
5160000000;pozostałe wydatki na towary i usługi;2001;33,86;zł
5160000000;pozostałe wydatki na towary i usługi;2002;29,05;zł
5160000000;pozostałe wydatki na towary i usługi;2003;36,72;zł
5160000000;pozostałe wydatki na towary i usługi;2004;41,76;zł
5160000000;pozostałe wydatki na towary i usługi;2005;40,93;zł
5160000000;pozostałe wydatki na towary i usługi;2006;41,14;zł
5160000000;pozostałe wydatki na towary i usługi;2007;41,66;zł
5160000000;pozostałe wydatki na towary i usługi;2008;53,95;zł
5160000000;pozostałe wydatki na towary i usługi;2009;54,89;zł
5160000000;pozostałe wydatki na towary i usługi;2010;57,86;zł
5160000000;pozostałe wydatki na towary i usługi;2011;63,79;zł
5160000000;pozostałe wydatki na towary i usługi;2012;57,63;zł
5160000000;pozostałe wydatki na towary i usługi;2013;69,2;zł
5160000000;pozostałe wydatki na towary i usługi;2014;76,9;zł
5160000000;pozostałe wydatki na towary i usługi;2015;75,73;zł
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;1998;;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;1999;;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2000;;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2001;;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2002;;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2003;27,5;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2004;27,1;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2005;26,2;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2006;26,9;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2007;26;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2008;23,4;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2009;23,4;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2010;24,4;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2011;24,5;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2012;24,4;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2013;24;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2014;24,2;%
5160000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2015;23,7;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;1998;;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;1999;;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2000;;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2001;;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2002;;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2003;20,6;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2004;17,7;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2005;17,7;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2006;18,4;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2007;17,7;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2008;17,2;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2009;18,3;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2010;17,2;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2011;18;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2012;17,4;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2013;19;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2014;17;%
5160000000;udział wydatków na użytkowanie mieszkania i nośniki energii w wydatkach ogółem;2015;17,6;%
6040000000;ogółem;1998;440,82;zł
6040000000;ogółem;1999;475,92;zł
6040000000;ogółem;2000;540,19;zł
6040000000;ogółem;2001;572,6;zł
6040000000;ogółem;2002;593,5;zł
6040000000;ogółem;2003;619,14;zł
6040000000;ogółem;2004;621,38;zł
6040000000;ogółem;2005;602,66;zł
6040000000;ogółem;2006;674,26;zł
6040000000;ogółem;2007;736,34;zł
6040000000;ogółem;2008;798,05;zł
6040000000;ogółem;2009;875,59;zł
6040000000;ogółem;2010;923,63;zł
6040000000;ogółem;2011;922,75;zł
6040000000;ogółem;2012;941,69;zł
6040000000;ogółem;2013;992,12;zł
6040000000;ogółem;2014;987,6;zł
6040000000;ogółem;2015;1022,54;zł
6040000000;towary i usługi konsumpcyjne;1998;426,06;zł
6040000000;towary i usługi konsumpcyjne;1999;460,59;zł
6040000000;towary i usługi konsumpcyjne;2000;521,62;zł
6040000000;towary i usługi konsumpcyjne;2001;550,02;zł
6040000000;towary i usługi konsumpcyjne;2002;568,3;zł
6040000000;towary i usługi konsumpcyjne;2003;592,55;zł
6040000000;towary i usługi konsumpcyjne;2004;596,37;zł
6040000000;towary i usługi konsumpcyjne;2005;578,22;zł
6040000000;towary i usługi konsumpcyjne;2006;646,69;zł
6040000000;towary i usługi konsumpcyjne;2007;707,06;zł
6040000000;towary i usługi konsumpcyjne;2008;767,69;zł
6040000000;towary i usługi konsumpcyjne;2009;839,76;zł
6040000000;towary i usługi konsumpcyjne;2010;886,71;zł
6040000000;towary i usługi konsumpcyjne;2011;886,92;zł
6040000000;towary i usługi konsumpcyjne;2012;903,09;zł
6040000000;towary i usługi konsumpcyjne;2013;950,87;zł
6040000000;towary i usługi konsumpcyjne;2014;945,97;zł
6040000000;towary i usługi konsumpcyjne;2015;985,58;zł
6040000000;żywność i napoje bezalkoholowe;1998;;zł
6040000000;żywność i napoje bezalkoholowe;1999;163,65;zł
6040000000;żywność i napoje bezalkoholowe;2000;173,77;zł
6040000000;żywność i napoje bezalkoholowe;2001;180,01;zł
6040000000;żywność i napoje bezalkoholowe;2002;178,09;zł
6040000000;żywność i napoje bezalkoholowe;2003;178,59;zł
6040000000;żywność i napoje bezalkoholowe;2004;186,24;zł
6040000000;żywność i napoje bezalkoholowe;2005;185,09;zł
6040000000;żywność i napoje bezalkoholowe;2006;193,48;zł
6040000000;żywność i napoje bezalkoholowe;2007;204,74;zł
6040000000;żywność i napoje bezalkoholowe;2008;215,17;zł
6040000000;żywność i napoje bezalkoholowe;2009;230,1;zł
6040000000;żywność i napoje bezalkoholowe;2010;235,2;zł
6040000000;żywność i napoje bezalkoholowe;2011;245,07;zł
6040000000;żywność i napoje bezalkoholowe;2012;252,44;zł
6040000000;żywność i napoje bezalkoholowe;2013;257,66;zł
6040000000;żywność i napoje bezalkoholowe;2014;253,81;zł
6040000000;żywność i napoje bezalkoholowe;2015;255,02;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;1998;;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;1999;15,87;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2000;18,04;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2001;20,16;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2002;19,57;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2003;18,82;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2004;17,15;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2005;18,4;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2006;21,1;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2007;22,76;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2008;24,29;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2009;25,08;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2010;27,54;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2011;27,89;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2012;25,19;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2013;26,46;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2014;24,84;zł
6040000000;napoje alkoholowe i wyroby tytoniowe;2015;26,52;zł
6040000000;odzież i obuwie;1998;;zł
6040000000;odzież i obuwie;1999;26,77;zł
6040000000;odzież i obuwie;2000;26,16;zł
6040000000;odzież i obuwie;2001;28,47;zł
6040000000;odzież i obuwie;2002;29,64;zł
6040000000;odzież i obuwie;2003;30,31;zł
6040000000;odzież i obuwie;2004;29,86;zł
6040000000;odzież i obuwie;2005;29,61;zł
6040000000;odzież i obuwie;2006;38,43;zł
6040000000;odzież i obuwie;2007;38,99;zł
6040000000;odzież i obuwie;2008;44,35;zł
6040000000;odzież i obuwie;2009;48,06;zł
6040000000;odzież i obuwie;2010;50,55;zł
6040000000;odzież i obuwie;2011;44,73;zł
6040000000;odzież i obuwie;2012;43,34;zł
6040000000;odzież i obuwie;2013;50,41;zł
6040000000;odzież i obuwie;2014;50,7;zł
6040000000;odzież i obuwie;2015;53,66;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;1998;;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;1999;95,06;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2000;104,36;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2001;108,89;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2002;123,09;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2003;131,68;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2004;134,51;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2005;123,81;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2006;136,71;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2007;145,66;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2008;152,89;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2009;173,62;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2010;190,21;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2011;193,73;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2012;204,03;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2013;207,59;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2014;209,34;zł
6040000000;użytkowanie mieszkania lub domu i nośniki energii;2015;222,26;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;1998;;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;1999;29,99;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2000;28,49;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2001;29,26;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2002;28,72;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2003;28,45;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2004;35;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2005;30,57;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2006;35,19;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2007;41,13;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2008;47,41;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2009;46,94;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2010;44,17;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2011;44,55;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2012;43,27;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2013;47,14;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2014;52,33;zł
6040000000;wyposażenie mieszkania i prowadzenie gospodarstwa domowego;2015;51,94;zł
6040000000;zdrowie;1998;;zł
6040000000;zdrowie;1999;18,29;zł
6040000000;zdrowie;2000;22,42;zł
6040000000;zdrowie;2001;23,38;zł
6040000000;zdrowie;2002;24,1;zł
6040000000;zdrowie;2003;26,38;zł
6040000000;zdrowie;2004;27,77;zł
6040000000;zdrowie;2005;26,34;zł
6040000000;zdrowie;2006;28,95;zł
6040000000;zdrowie;2007;30,63;zł
6040000000;zdrowie;2008;31,8;zł
6040000000;zdrowie;2009;39,99;zł
6040000000;zdrowie;2010;39,13;zł
6040000000;zdrowie;2011;42,1;zł
6040000000;zdrowie;2012;43,2;zł
6040000000;zdrowie;2013;45,41;zł
6040000000;zdrowie;2014;44,13;zł
6040000000;zdrowie;2015;49,62;zł
6040000000;transport;1998;;zł
6040000000;transport;1999;31,24;zł
6040000000;transport;2000;51,2;zł
6040000000;transport;2001;54,64;zł
6040000000;transport;2002;51,25;zł
6040000000;transport;2003;60,09;zł
6040000000;transport;2004;48,25;zł
6040000000;transport;2005;48,64;zł
6040000000;transport;2006;57,08;zł
6040000000;transport;2007;64,72;zł
6040000000;transport;2008;77,38;zł
6040000000;transport;2009;86,2;zł
6040000000;transport;2010;96,01;zł
6040000000;transport;2011;84,6;zł
6040000000;transport;2012;85,55;zł
6040000000;transport;2013;97,38;zł
6040000000;transport;2014;87,33;zł
6040000000;transport;2015;93,47;zł
6040000000;łączność;1998;;zł
6040000000;łączność;1999;13,56;zł
6040000000;łączność;2000;18,31;zł
6040000000;łączność;2001;23,41;zł
6040000000;łączność;2002;25,75;zł
6040000000;łączność;2003;28,19;zł
6040000000;łączność;2004;29,26;zł
6040000000;łączność;2005;32,31;zł
6040000000;łączność;2006;34,86;zł
6040000000;łączność;2007;37,52;zł
6040000000;łączność;2008;37,92;zł
6040000000;łączność;2009;36,74;zł
6040000000;łączność;2010;38,34;zł
6040000000;łączność;2011;37,8;zł
6040000000;łączność;2012;36,93;zł
6040000000;łączność;2013;49,55;zł
6040000000;łączność;2014;50,15;zł
6040000000;łączność;2015;52,48;zł
6040000000;rekreacja i kultura;1998;;zł
6040000000;rekreacja i kultura;1999;27,88;zł
6040000000;rekreacja i kultura;2000;32,46;zł
6040000000;rekreacja i kultura;2001;34,36;zł
6040000000;rekreacja i kultura;2002;34,83;zł
6040000000;rekreacja i kultura;2003;35,51;zł
6040000000;rekreacja i kultura;2004;37,17;zł
6040000000;rekreacja i kultura;2005;40,29;zł
6040000000;rekreacja i kultura;2006;46,79;zł
6040000000;rekreacja i kultura;2007;56,67;zł
6040000000;rekreacja i kultura;2008;62,98;zł
6040000000;rekreacja i kultura;2009;68,53;zł
6040000000;rekreacja i kultura;2010;72,42;zł
6040000000;rekreacja i kultura;2011;75,86;zł
6040000000;rekreacja i kultura;2012;72,75;zł
6040000000;rekreacja i kultura;2013;64,99;zł
6040000000;rekreacja i kultura;2014;57,48;zł
6040000000;rekreacja i kultura;2015;59,63;zł
6040000000;edukacja;1998;;zł
6040000000;edukacja;1999;3,93;zł
6040000000;edukacja;2000;7,14;zł
6040000000;edukacja;2001;6,58;zł
6040000000;edukacja;2002;10,15;zł
6040000000;edukacja;2003;7,47;zł
6040000000;edukacja;2004;5,59;zł
6040000000;edukacja;2005;5,14;zł
6040000000;edukacja;2006;5,4;zł
6040000000;edukacja;2007;7,96;zł
6040000000;edukacja;2008;9,93;zł
6040000000;edukacja;2009;10,05;zł
6040000000;edukacja;2010;10,82;zł
6040000000;edukacja;2011;8,09;zł
6040000000;edukacja;2012;9,23;zł
6040000000;edukacja;2013;8,39;zł
6040000000;edukacja;2014;8,92;zł
6040000000;edukacja;2015;9,74;zł
6040000000;restauracje i hotele;1998;;zł
6040000000;restauracje i hotele;1999;7,51;zł
6040000000;restauracje i hotele;2000;8,38;zł
6040000000;restauracje i hotele;2001;7,04;zł
6040000000;restauracje i hotele;2002;10,8;zł
6040000000;restauracje i hotele;2003;10,62;zł
6040000000;restauracje i hotele;2004;9,65;zł
6040000000;restauracje i hotele;2005;7,63;zł
6040000000;restauracje i hotele;2006;9,49;zł
6040000000;restauracje i hotele;2007;11,1;zł
6040000000;restauracje i hotele;2008;10,64;zł
6040000000;restauracje i hotele;2009;16,54;zł
6040000000;restauracje i hotele;2010;18,25;zł
6040000000;restauracje i hotele;2011;16,71;zł
6040000000;restauracje i hotele;2012;18,32;zł
6040000000;restauracje i hotele;2013;21,83;zł
6040000000;restauracje i hotele;2014;36,1;zł
6040000000;restauracje i hotele;2015;31,66;zł
6040000000;pozostałe wydatki na towary i usługi;1998;;zł
6040000000;pozostałe wydatki na towary i usługi;1999;24,28;zł
6040000000;pozostałe wydatki na towary i usługi;2000;25,24;zł
6040000000;pozostałe wydatki na towary i usługi;2001;28,4;zł
6040000000;pozostałe wydatki na towary i usługi;2002;26,81;zł
6040000000;pozostałe wydatki na towary i usługi;2003;30,89;zł
6040000000;pozostałe wydatki na towary i usługi;2004;29,18;zł
6040000000;pozostałe wydatki na towary i usługi;2005;26,17;zł
6040000000;pozostałe wydatki na towary i usługi;2006;31,95;zł
6040000000;pozostałe wydatki na towary i usługi;2007;35,18;zł
6040000000;pozostałe wydatki na towary i usługi;2008;39,34;zł
6040000000;pozostałe wydatki na towary i usługi;2009;46,12;zł
6040000000;pozostałe wydatki na towary i usługi;2010;50,23;zł
6040000000;pozostałe wydatki na towary i usługi;2011;47,65;zł
6040000000;pozostałe wydatki na towary i usługi;2012;46,02;zł
6040000000;pozostałe wydatki na towary i usługi;2013;57,64;zł
6040000000;pozostałe wydatki na towary i usługi;2014;54,49;zł
6040000000;pozostałe wydatki na towary i usługi;2015;57,99;zł
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;1998;;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;1999;;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2000;;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2001;;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2002;;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2003;28,8;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2004;30;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2005;30,7;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2006;28,7;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2007;27,8;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2008;27;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2009;26,3;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2010;25,5;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2011;26,6;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2012;26,8;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2013;26;%
6040000000;udział wydatków na żywność i napoje bezalkoholowe w wydatkach ogółem;2014;25,7;%
