Kod;Zakres przedmiotowy;Rok;Wartosc;Jednostka miary;Typy szkół
5020000000;absolwenci;2014;9254;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5020000000;absolwenci;2015;8198;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5020000000;ogółem;2010;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;ogółem;2011;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;ogółem;2012;1;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;ogółem;2013;1;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;ogółem;2014;1;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;ogółem;2015;1;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;jednostki zamiejscowe;2010;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;jednostki zamiejscowe;2011;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;jednostki zamiejscowe;2012;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;jednostki zamiejscowe;2013;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;jednostki zamiejscowe;2014;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;jednostki zamiejscowe;2015;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;studenci;2010;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;studenci;2011;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;studenci;2012;2571;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;studenci;2013;2661;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;studenci;2014;2701;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;studenci;2015;2467;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;absolwenci;2010;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;absolwenci;2011;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;absolwenci;2012;416;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;absolwenci;2013;555;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;absolwenci;2014;777;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5020000000;absolwenci;2015;818;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;ogółem;2010;6;ob.;szkoły wyższe ogółem
5160000000;ogółem;2011;6;ob.;szkoły wyższe ogółem
5160000000;ogółem;2012;6;ob.;szkoły wyższe ogółem
5160000000;ogółem;2013;6;ob.;szkoły wyższe ogółem
5160000000;ogółem;2014;6;ob.;szkoły wyższe ogółem
5160000000;ogółem;2015;6;ob.;szkoły wyższe ogółem
5160000000;jednostki zamiejscowe;2010;5;ob.;szkoły wyższe ogółem
5160000000;jednostki zamiejscowe;2011;5;ob.;szkoły wyższe ogółem
5160000000;jednostki zamiejscowe;2012;4;ob.;szkoły wyższe ogółem
5160000000;jednostki zamiejscowe;2013;3;ob.;szkoły wyższe ogółem
5160000000;jednostki zamiejscowe;2014;3;ob.;szkoły wyższe ogółem
5160000000;jednostki zamiejscowe;2015;2;ob.;szkoły wyższe ogółem
5160000000;studenci;2010;39861;osoba;szkoły wyższe ogółem
5160000000;studenci;2011;38024;osoba;szkoły wyższe ogółem
5160000000;studenci;2012;34622;osoba;szkoły wyższe ogółem
5160000000;studenci;2013;30975;osoba;szkoły wyższe ogółem
5160000000;studenci;2014;27835;osoba;szkoły wyższe ogółem
5160000000;studenci;2015;25170;osoba;szkoły wyższe ogółem
5160000000;absolwenci;2010;10978;osoba;szkoły wyższe ogółem
5160000000;absolwenci;2011;11492;osoba;szkoły wyższe ogółem
5160000000;absolwenci;2012;11792;osoba;szkoły wyższe ogółem
5160000000;absolwenci;2013;10850;osoba;szkoły wyższe ogółem
5160000000;absolwenci;2014;9697;osoba;szkoły wyższe ogółem
5160000000;absolwenci;2015;8424;osoba;szkoły wyższe ogółem
5160000000;ogółem;2010;1;ob.;uniwersytety
5160000000;ogółem;2011;1;ob.;uniwersytety
5160000000;ogółem;2012;1;ob.;uniwersytety
5160000000;ogółem;2013;1;ob.;uniwersytety
5160000000;ogółem;2014;1;ob.;uniwersytety
5160000000;ogółem;2015;1;ob.;uniwersytety
5160000000;jednostki zamiejscowe;2010;0;ob.;uniwersytety
5160000000;jednostki zamiejscowe;2011;0;ob.;uniwersytety
5160000000;jednostki zamiejscowe;2012;0;ob.;uniwersytety
5160000000;jednostki zamiejscowe;2013;0;ob.;uniwersytety
5160000000;jednostki zamiejscowe;2014;0;ob.;uniwersytety
5160000000;jednostki zamiejscowe;2015;0;ob.;uniwersytety
5160000000;studenci;2010;16138;osoba;uniwersytety
5160000000;studenci;2011;15214;osoba;uniwersytety
5160000000;studenci;2012;13268;osoba;uniwersytety
5160000000;studenci;2013;11721;osoba;uniwersytety
5160000000;studenci;2014;10602;osoba;uniwersytety
5160000000;studenci;2015;9461;osoba;uniwersytety
5160000000;absolwenci;2010;4466;osoba;uniwersytety
5160000000;absolwenci;2011;4672;osoba;uniwersytety
5160000000;absolwenci;2012;4819;osoba;uniwersytety
5160000000;absolwenci;2013;4490;osoba;uniwersytety
5160000000;absolwenci;2014;3936;osoba;uniwersytety
5160000000;absolwenci;2015;3323;osoba;uniwersytety
5160000000;ogółem;2010;1;ob.;wyższe szkoły techniczne
5160000000;ogółem;2011;1;ob.;wyższe szkoły techniczne
5160000000;ogółem;2012;1;ob.;wyższe szkoły techniczne
5160000000;ogółem;2013;1;ob.;wyższe szkoły techniczne
5160000000;ogółem;2014;1;ob.;wyższe szkoły techniczne
5160000000;ogółem;2015;1;ob.;wyższe szkoły techniczne
5160000000;jednostki zamiejscowe;2010;0;ob.;wyższe szkoły techniczne
5160000000;jednostki zamiejscowe;2011;0;ob.;wyższe szkoły techniczne
5160000000;jednostki zamiejscowe;2012;0;ob.;wyższe szkoły techniczne
5160000000;jednostki zamiejscowe;2013;0;ob.;wyższe szkoły techniczne
5160000000;jednostki zamiejscowe;2014;0;ob.;wyższe szkoły techniczne
5160000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły techniczne
5160000000;studenci;2010;10755;osoba;wyższe szkoły techniczne
5160000000;studenci;2011;10664;osoba;wyższe szkoły techniczne
5160000000;studenci;2012;10216;osoba;wyższe szkoły techniczne
5160000000;studenci;2013;9339;osoba;wyższe szkoły techniczne
5160000000;studenci;2014;8390;osoba;wyższe szkoły techniczne
5160000000;studenci;2015;7579;osoba;wyższe szkoły techniczne
5160000000;absolwenci;2010;2877;osoba;wyższe szkoły techniczne
5160000000;absolwenci;2011;2811;osoba;wyższe szkoły techniczne
5160000000;absolwenci;2012;2934;osoba;wyższe szkoły techniczne
5160000000;absolwenci;2013;2614;osoba;wyższe szkoły techniczne
5160000000;absolwenci;2014;2636;osoba;wyższe szkoły techniczne
5160000000;absolwenci;2015;2254;osoba;wyższe szkoły techniczne
5160000000;ogółem;2010;0;ob.;wyższe szkoły rolnicze
5160000000;ogółem;2011;0;ob.;wyższe szkoły rolnicze
5160000000;ogółem;2012;0;ob.;wyższe szkoły rolnicze
5160000000;ogółem;2013;0;ob.;wyższe szkoły rolnicze
5160000000;ogółem;2014;0;ob.;wyższe szkoły rolnicze
5160000000;ogółem;2015;0;ob.;wyższe szkoły rolnicze
5160000000;jednostki zamiejscowe;2010;0;ob.;wyższe szkoły rolnicze
5160000000;jednostki zamiejscowe;2011;0;ob.;wyższe szkoły rolnicze
5160000000;jednostki zamiejscowe;2012;0;ob.;wyższe szkoły rolnicze
5160000000;jednostki zamiejscowe;2013;0;ob.;wyższe szkoły rolnicze
5160000000;jednostki zamiejscowe;2014;0;ob.;wyższe szkoły rolnicze
5160000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły rolnicze
5160000000;studenci;2010;0;osoba;wyższe szkoły rolnicze
5160000000;studenci;2011;0;osoba;wyższe szkoły rolnicze
5160000000;studenci;2012;0;osoba;wyższe szkoły rolnicze
5160000000;studenci;2013;0;osoba;wyższe szkoły rolnicze
5160000000;studenci;2014;0;osoba;wyższe szkoły rolnicze
5160000000;studenci;2015;0;osoba;wyższe szkoły rolnicze
5160000000;absolwenci;2010;0;osoba;wyższe szkoły rolnicze
5160000000;absolwenci;2011;0;osoba;wyższe szkoły rolnicze
5160000000;absolwenci;2012;0;osoba;wyższe szkoły rolnicze
5160000000;absolwenci;2013;0;osoba;wyższe szkoły rolnicze
5160000000;absolwenci;2014;0;osoba;wyższe szkoły rolnicze
5160000000;absolwenci;2015;0;osoba;wyższe szkoły rolnicze
5160000000;ogółem;2010;1;ob.;wyższe szkoły ekonomiczne
5160000000;ogółem;2011;1;ob.;wyższe szkoły ekonomiczne
5160000000;ogółem;2012;1;ob.;wyższe szkoły ekonomiczne
5160000000;ogółem;2013;1;ob.;wyższe szkoły ekonomiczne
5160000000;ogółem;2014;1;ob.;wyższe szkoły ekonomiczne
5160000000;ogółem;2015;1;ob.;wyższe szkoły ekonomiczne
5160000000;jednostki zamiejscowe;2010;3;ob.;wyższe szkoły ekonomiczne
5160000000;jednostki zamiejscowe;2011;3;ob.;wyższe szkoły ekonomiczne
5160000000;jednostki zamiejscowe;2012;2;ob.;wyższe szkoły ekonomiczne
5160000000;jednostki zamiejscowe;2013;1;ob.;wyższe szkoły ekonomiczne
5160000000;jednostki zamiejscowe;2014;1;ob.;wyższe szkoły ekonomiczne
5160000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły ekonomiczne
5160000000;studenci;2010;5272;osoba;wyższe szkoły ekonomiczne
5160000000;studenci;2011;4863;osoba;wyższe szkoły ekonomiczne
5160000000;studenci;2012;4073;osoba;wyższe szkoły ekonomiczne
5160000000;studenci;2013;3197;osoba;wyższe szkoły ekonomiczne
5160000000;studenci;2014;2560;osoba;wyższe szkoły ekonomiczne
5160000000;studenci;2015;2024;osoba;wyższe szkoły ekonomiczne
5160000000;absolwenci;2010;1647;osoba;wyższe szkoły ekonomiczne
5160000000;absolwenci;2011;1797;osoba;wyższe szkoły ekonomiczne
5160000000;absolwenci;2012;1780;osoba;wyższe szkoły ekonomiczne
5160000000;absolwenci;2013;1685;osoba;wyższe szkoły ekonomiczne
5160000000;absolwenci;2014;1027;osoba;wyższe szkoły ekonomiczne
5160000000;absolwenci;2015;985;osoba;wyższe szkoły ekonomiczne
5160000000;ogółem;2010;0;ob.;wyższe szkoły pedagogiczne
5160000000;ogółem;2011;0;ob.;wyższe szkoły pedagogiczne
5160000000;ogółem;2012;0;ob.;wyższe szkoły pedagogiczne
5160000000;ogółem;2013;0;ob.;wyższe szkoły pedagogiczne
5160000000;ogółem;2014;0;ob.;wyższe szkoły pedagogiczne
5160000000;ogółem;2015;0;ob.;wyższe szkoły pedagogiczne
5160000000;jednostki zamiejscowe;2010;0;ob.;wyższe szkoły pedagogiczne
5160000000;jednostki zamiejscowe;2011;0;ob.;wyższe szkoły pedagogiczne
5160000000;jednostki zamiejscowe;2012;0;ob.;wyższe szkoły pedagogiczne
5160000000;jednostki zamiejscowe;2013;0;ob.;wyższe szkoły pedagogiczne
5160000000;jednostki zamiejscowe;2014;0;ob.;wyższe szkoły pedagogiczne
5160000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły pedagogiczne
5160000000;studenci;2010;0;osoba;wyższe szkoły pedagogiczne
5160000000;studenci;2011;0;osoba;wyższe szkoły pedagogiczne
5160000000;studenci;2012;0;osoba;wyższe szkoły pedagogiczne
5160000000;studenci;2013;0;osoba;wyższe szkoły pedagogiczne
5160000000;studenci;2014;0;osoba;wyższe szkoły pedagogiczne
5160000000;studenci;2015;0;osoba;wyższe szkoły pedagogiczne
5160000000;absolwenci;2010;0;osoba;wyższe szkoły pedagogiczne
5160000000;absolwenci;2011;0;osoba;wyższe szkoły pedagogiczne
5160000000;absolwenci;2012;0;osoba;wyższe szkoły pedagogiczne
5160000000;absolwenci;2013;0;osoba;wyższe szkoły pedagogiczne
5160000000;absolwenci;2014;0;osoba;wyższe szkoły pedagogiczne
5160000000;absolwenci;2015;0;osoba;wyższe szkoły pedagogiczne
5160000000;ogółem;2010;0;ob.;wyższe szkoły morskie
5160000000;ogółem;2011;0;ob.;wyższe szkoły morskie
5160000000;ogółem;2012;0;ob.;wyższe szkoły morskie
5160000000;ogółem;2013;0;ob.;wyższe szkoły morskie
5160000000;ogółem;2014;0;ob.;wyższe szkoły morskie
5160000000;ogółem;2015;0;ob.;wyższe szkoły morskie
5160000000;jednostki zamiejscowe;2010;0;ob.;wyższe szkoły morskie
5160000000;jednostki zamiejscowe;2011;0;ob.;wyższe szkoły morskie
5160000000;jednostki zamiejscowe;2012;0;ob.;wyższe szkoły morskie
5160000000;jednostki zamiejscowe;2013;0;ob.;wyższe szkoły morskie
5160000000;jednostki zamiejscowe;2014;0;ob.;wyższe szkoły morskie
5160000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły morskie
5160000000;studenci;2010;0;osoba;wyższe szkoły morskie
5160000000;studenci;2011;0;osoba;wyższe szkoły morskie
5160000000;studenci;2012;0;osoba;wyższe szkoły morskie
5160000000;studenci;2013;0;osoba;wyższe szkoły morskie
5160000000;studenci;2014;0;osoba;wyższe szkoły morskie
5160000000;studenci;2015;0;osoba;wyższe szkoły morskie
5160000000;absolwenci;2010;0;osoba;wyższe szkoły morskie
5160000000;absolwenci;2011;0;osoba;wyższe szkoły morskie
5160000000;absolwenci;2012;0;osoba;wyższe szkoły morskie
5160000000;absolwenci;2013;0;osoba;wyższe szkoły morskie
5160000000;absolwenci;2014;0;osoba;wyższe szkoły morskie
5160000000;absolwenci;2015;0;osoba;wyższe szkoły morskie
5160000000;ogółem;2010;0;ob.;uniwersytety medyczne
5160000000;ogółem;2011;0;ob.;uniwersytety medyczne
5160000000;ogółem;2012;0;ob.;uniwersytety medyczne
5160000000;ogółem;2013;0;ob.;uniwersytety medyczne
5160000000;ogółem;2014;0;ob.;uniwersytety medyczne
5160000000;ogółem;2015;0;ob.;uniwersytety medyczne
5160000000;jednostki zamiejscowe;2010;0;ob.;uniwersytety medyczne
5160000000;jednostki zamiejscowe;2011;0;ob.;uniwersytety medyczne
5160000000;jednostki zamiejscowe;2012;0;ob.;uniwersytety medyczne
5160000000;jednostki zamiejscowe;2013;0;ob.;uniwersytety medyczne
5160000000;jednostki zamiejscowe;2014;0;ob.;uniwersytety medyczne
5160000000;jednostki zamiejscowe;2015;0;ob.;uniwersytety medyczne
5160000000;studenci;2010;0;osoba;uniwersytety medyczne
5160000000;studenci;2011;0;osoba;uniwersytety medyczne
5160000000;studenci;2012;0;osoba;uniwersytety medyczne
5160000000;studenci;2013;0;osoba;uniwersytety medyczne
5160000000;studenci;2014;0;osoba;uniwersytety medyczne
5160000000;studenci;2015;0;osoba;uniwersytety medyczne
5160000000;absolwenci;2010;0;osoba;uniwersytety medyczne
5160000000;absolwenci;2011;0;osoba;uniwersytety medyczne
5160000000;absolwenci;2012;0;osoba;uniwersytety medyczne
5160000000;absolwenci;2013;0;osoba;uniwersytety medyczne
5160000000;absolwenci;2014;0;osoba;uniwersytety medyczne
5160000000;absolwenci;2015;0;osoba;uniwersytety medyczne
5160000000;ogółem;2010;0;ob.;akademie wychowania fizycznego
5160000000;ogółem;2011;0;ob.;akademie wychowania fizycznego
5160000000;ogółem;2012;0;ob.;akademie wychowania fizycznego
5160000000;ogółem;2013;0;ob.;akademie wychowania fizycznego
5160000000;ogółem;2014;0;ob.;akademie wychowania fizycznego
5160000000;ogółem;2015;0;ob.;akademie wychowania fizycznego
5160000000;jednostki zamiejscowe;2010;0;ob.;akademie wychowania fizycznego
5160000000;jednostki zamiejscowe;2011;0;ob.;akademie wychowania fizycznego
5160000000;jednostki zamiejscowe;2012;0;ob.;akademie wychowania fizycznego
5160000000;jednostki zamiejscowe;2013;0;ob.;akademie wychowania fizycznego
5160000000;jednostki zamiejscowe;2014;0;ob.;akademie wychowania fizycznego
5160000000;jednostki zamiejscowe;2015;0;ob.;akademie wychowania fizycznego
5160000000;studenci;2010;0;osoba;akademie wychowania fizycznego
5160000000;studenci;2011;0;osoba;akademie wychowania fizycznego
5160000000;studenci;2012;0;osoba;akademie wychowania fizycznego
5160000000;studenci;2013;0;osoba;akademie wychowania fizycznego
5160000000;studenci;2014;0;osoba;akademie wychowania fizycznego
5160000000;studenci;2015;0;osoba;akademie wychowania fizycznego
5160000000;absolwenci;2010;0;osoba;akademie wychowania fizycznego
5160000000;absolwenci;2011;0;osoba;akademie wychowania fizycznego
5160000000;absolwenci;2012;0;osoba;akademie wychowania fizycznego
5160000000;absolwenci;2013;0;osoba;akademie wychowania fizycznego
5160000000;absolwenci;2014;0;osoba;akademie wychowania fizycznego
5160000000;absolwenci;2015;0;osoba;akademie wychowania fizycznego
5160000000;ogółem;2010;0;ob.;wyższe szkoły artystyczne
5160000000;ogółem;2011;0;ob.;wyższe szkoły artystyczne
5160000000;ogółem;2012;0;ob.;wyższe szkoły artystyczne
5160000000;ogółem;2013;0;ob.;wyższe szkoły artystyczne
5160000000;ogółem;2014;0;ob.;wyższe szkoły artystyczne
5160000000;ogółem;2015;0;ob.;wyższe szkoły artystyczne
5160000000;jednostki zamiejscowe;2010;0;ob.;wyższe szkoły artystyczne
5160000000;jednostki zamiejscowe;2011;0;ob.;wyższe szkoły artystyczne
5160000000;jednostki zamiejscowe;2012;0;ob.;wyższe szkoły artystyczne
5160000000;jednostki zamiejscowe;2013;0;ob.;wyższe szkoły artystyczne
5160000000;jednostki zamiejscowe;2014;0;ob.;wyższe szkoły artystyczne
5160000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły artystyczne
5160000000;studenci;2010;0;osoba;wyższe szkoły artystyczne
5160000000;studenci;2011;0;osoba;wyższe szkoły artystyczne
5160000000;studenci;2012;0;osoba;wyższe szkoły artystyczne
5160000000;studenci;2013;0;osoba;wyższe szkoły artystyczne
5160000000;studenci;2014;0;osoba;wyższe szkoły artystyczne
5160000000;studenci;2015;0;osoba;wyższe szkoły artystyczne
5160000000;absolwenci;2010;0;osoba;wyższe szkoły artystyczne
5160000000;absolwenci;2011;0;osoba;wyższe szkoły artystyczne
5160000000;absolwenci;2012;0;osoba;wyższe szkoły artystyczne
5160000000;absolwenci;2013;0;osoba;wyższe szkoły artystyczne
5160000000;absolwenci;2014;0;osoba;wyższe szkoły artystyczne
5160000000;absolwenci;2015;0;osoba;wyższe szkoły artystyczne
5160000000;ogółem;2010;0;ob.;wyższe szkoły teologiczne
5160000000;ogółem;2011;0;ob.;wyższe szkoły teologiczne
5160000000;ogółem;2012;0;ob.;wyższe szkoły teologiczne
5160000000;ogółem;2013;0;ob.;wyższe szkoły teologiczne
5160000000;ogółem;2014;0;ob.;wyższe szkoły teologiczne
5160000000;ogółem;2015;0;ob.;wyższe szkoły teologiczne
5160000000;jednostki zamiejscowe;2010;0;ob.;wyższe szkoły teologiczne
5160000000;jednostki zamiejscowe;2011;0;ob.;wyższe szkoły teologiczne
5160000000;jednostki zamiejscowe;2012;0;ob.;wyższe szkoły teologiczne
5160000000;jednostki zamiejscowe;2013;0;ob.;wyższe szkoły teologiczne
5160000000;jednostki zamiejscowe;2014;0;ob.;wyższe szkoły teologiczne
5160000000;jednostki zamiejscowe;2015;0;ob.;wyższe szkoły teologiczne
5160000000;studenci;2010;0;osoba;wyższe szkoły teologiczne
5160000000;studenci;2011;0;osoba;wyższe szkoły teologiczne
5160000000;studenci;2012;0;osoba;wyższe szkoły teologiczne
5160000000;studenci;2013;0;osoba;wyższe szkoły teologiczne
5160000000;studenci;2014;0;osoba;wyższe szkoły teologiczne
5160000000;studenci;2015;0;osoba;wyższe szkoły teologiczne
5160000000;absolwenci;2010;0;osoba;wyższe szkoły teologiczne
5160000000;absolwenci;2011;0;osoba;wyższe szkoły teologiczne
5160000000;absolwenci;2012;0;osoba;wyższe szkoły teologiczne
5160000000;absolwenci;2013;0;osoba;wyższe szkoły teologiczne
5160000000;absolwenci;2014;0;osoba;wyższe szkoły teologiczne
5160000000;absolwenci;2015;0;osoba;wyższe szkoły teologiczne
5160000000;ogółem;2010;3;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;ogółem;2011;3;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;ogółem;2012;3;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;ogółem;2013;3;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;ogółem;2014;3;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;ogółem;2015;3;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;jednostki zamiejscowe;2010;2;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;jednostki zamiejscowe;2011;2;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;jednostki zamiejscowe;2012;2;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;jednostki zamiejscowe;2013;2;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;jednostki zamiejscowe;2014;2;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;jednostki zamiejscowe;2015;2;ob.;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;studenci;2010;7696;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;studenci;2011;7283;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;studenci;2012;7065;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;studenci;2013;6718;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;studenci;2014;6283;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;studenci;2015;6106;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;absolwenci;2010;1988;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;absolwenci;2011;2212;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;absolwenci;2012;2259;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;absolwenci;2013;2061;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;absolwenci;2014;2098;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;absolwenci;2015;1862;osoba;pozostałe szkoły wyższe (w tym państwowe wyższe szkoły zawodowe)
5160000000;ogółem;2010;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;ogółem;2011;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;ogółem;2012;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;ogółem;2013;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;ogółem;2014;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;ogółem;2015;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;jednostki zamiejscowe;2010;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;jednostki zamiejscowe;2011;;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;jednostki zamiejscowe;2012;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;jednostki zamiejscowe;2013;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;jednostki zamiejscowe;2014;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;jednostki zamiejscowe;2015;0;ob.;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;studenci;2010;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;studenci;2011;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;studenci;2012;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;studenci;2013;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;studenci;2014;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;studenci;2015;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;absolwenci;2010;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;absolwenci;2011;;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;absolwenci;2012;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;absolwenci;2013;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;absolwenci;2014;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
5160000000;absolwenci;2015;0;osoba;szkoły resortu obrony narodowej oraz spraw wewnętrznych
6040000000;ogółem;2010;20;ob.;szkoły wyższe ogółem
6040000000;ogółem;2011;21;ob.;szkoły wyższe ogółem
6040000000;ogółem;2012;21;ob.;szkoły wyższe ogółem
6040000000;ogółem;2013;22;ob.;szkoły wyższe ogółem
6040000000;ogółem;2014;21;ob.;szkoły wyższe ogółem
6040000000;ogółem;2015;18;ob.;szkoły wyższe ogółem
6040000000;jednostki zamiejscowe;2010;12;ob.;szkoły wyższe ogółem
6040000000;jednostki zamiejscowe;2011;11;ob.;szkoły wyższe ogółem
6040000000;jednostki zamiejscowe;2012;10;ob.;szkoły wyższe ogółem
6040000000;jednostki zamiejscowe;2013;11;ob.;szkoły wyższe ogółem
6040000000;jednostki zamiejscowe;2014;11;ob.;szkoły wyższe ogółem
6040000000;jednostki zamiejscowe;2015;10;ob.;szkoły wyższe ogółem
6040000000;studenci;2010;84551;osoba;szkoły wyższe ogółem
6040000000;studenci;2011;81912;osoba;szkoły wyższe ogółem
6040000000;studenci;2012;76781;osoba;szkoły wyższe ogółem
6040000000;studenci;2013;69486;osoba;szkoły wyższe ogółem
6040000000;studenci;2014;65217;osoba;szkoły wyższe ogółem
6040000000;studenci;2015;61859;osoba;szkoły wyższe ogółem
6040000000;absolwenci;2010;21860;osoba;szkoły wyższe ogółem
6040000000;absolwenci;2011;23147;osoba;szkoły wyższe ogółem
6040000000;absolwenci;2012;23348;osoba;szkoły wyższe ogółem
6040000000;absolwenci;2013;21561;osoba;szkoły wyższe ogółem
6040000000;absolwenci;2014;19915;osoba;szkoły wyższe ogółem
6040000000;absolwenci;2015;17590;osoba;szkoły wyższe ogółem
6040000000;ogółem;2010;2;ob.;uniwersytety
6040000000;ogółem;2011;2;ob.;uniwersytety
6040000000;ogółem;2012;2;ob.;uniwersytety
6040000000;ogółem;2013;2;ob.;uniwersytety
6040000000;ogółem;2014;2;ob.;uniwersytety
6040000000;ogółem;2015;2;ob.;uniwersytety
6040000000;jednostki zamiejscowe;2010;3;ob.;uniwersytety
6040000000;jednostki zamiejscowe;2011;3;ob.;uniwersytety
6040000000;jednostki zamiejscowe;2012;3;ob.;uniwersytety
6040000000;jednostki zamiejscowe;2013;3;ob.;uniwersytety
6040000000;jednostki zamiejscowe;2014;3;ob.;uniwersytety
6040000000;jednostki zamiejscowe;2015;1;ob.;uniwersytety
