Kod;Zdawalność;Rok;Wartosc;Jednostka miary;Rodzaje egzaminów
4080000000;ogółem;2008;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;ogółem;2009;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;ogółem;2010;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;ogółem;2011;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;ogółem;2012;49;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;ogółem;2013;57;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;w stosunku do średniej krajowej;2012;98;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4080000000;w stosunku do średniej krajowej;2013;96,61;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;ogółem;2005;66,19;%;w części humanistycznej
4300000000;ogółem;2006;62,62;%;w części humanistycznej
4300000000;ogółem;2007;61,77;%;w części humanistycznej
4300000000;ogółem;2008;60,41;%;w części humanistycznej
4300000000;ogółem;2009;62,1;%;w części humanistycznej
4300000000;ogółem;2010;58,22;%;w części humanistycznej
4300000000;ogółem;2011;47,38;%;w części humanistycznej
4300000000;ogółem;2012;;%;w części humanistycznej
4300000000;ogółem;2013;;%;w części humanistycznej
4300000000;w stosunku do średniej krajowej;2005;99,74;-;w części humanistycznej
4300000000;w stosunku do średniej krajowej;2006;99,75;-;w części humanistycznej
4300000000;w stosunku do średniej krajowej;2007;98,13;-;w części humanistycznej
4300000000;w stosunku do średniej krajowej;2008;98,24;-;w części humanistycznej
4300000000;w stosunku do średniej krajowej;2009;98,04;-;w części humanistycznej
4300000000;w stosunku do średniej krajowej;2010;95,95;-;w części humanistycznej
4300000000;w stosunku do średniej krajowej;2011;93,6;-;w części humanistycznej
4300000000;w stosunku do średniej krajowej;2012;;-;w części humanistycznej
4300000000;w stosunku do średniej krajowej;2013;;-;w części humanistycznej
4300000000;ogółem;2005;47,53;%;w części matematyczno-przyrodniczej
4300000000;ogółem;2006;46,83;%;w części matematyczno-przyrodniczej
4300000000;ogółem;2007;49,51;%;w części matematyczno-przyrodniczej
4300000000;ogółem;2008;53,29;%;w części matematyczno-przyrodniczej
4300000000;ogółem;2009;51,3;%;w części matematyczno-przyrodniczej
4300000000;ogółem;2010;46,72;%;w części matematyczno-przyrodniczej
4300000000;ogółem;2011;46,76;%;w części matematyczno-przyrodniczej
4300000000;ogółem;2012;;%;w części matematyczno-przyrodniczej
4300000000;ogółem;2013;;%;w części matematyczno-przyrodniczej
4300000000;w stosunku do średniej krajowej;2005;97,98;-;w części matematyczno-przyrodniczej
4300000000;w stosunku do średniej krajowej;2006;97,99;-;w części matematyczno-przyrodniczej
4300000000;w stosunku do średniej krajowej;2007;97,81;-;w części matematyczno-przyrodniczej
4300000000;w stosunku do średniej krajowej;2008;98,41;-;w części matematyczno-przyrodniczej
4300000000;w stosunku do średniej krajowej;2009;98,54;-;w części matematyczno-przyrodniczej
4300000000;w stosunku do średniej krajowej;2010;97,74;-;w części matematyczno-przyrodniczej
4300000000;w stosunku do średniej krajowej;2011;98,94;-;w części matematyczno-przyrodniczej
4300000000;w stosunku do średniej krajowej;2012;;-;w części matematyczno-przyrodniczej
4300000000;w stosunku do średniej krajowej;2013;;-;w części matematyczno-przyrodniczej
4300000000;ogółem;2005;;%;w części humanistycznej język polski
4300000000;ogółem;2006;;%;w części humanistycznej język polski
4300000000;ogółem;2007;;%;w części humanistycznej język polski
4300000000;ogółem;2008;;%;w części humanistycznej język polski
4300000000;ogółem;2009;;%;w części humanistycznej język polski
4300000000;ogółem;2010;;%;w części humanistycznej język polski
4300000000;ogółem;2011;;%;w części humanistycznej język polski
4300000000;ogółem;2012;63;%;w części humanistycznej język polski
4300000000;ogółem;2013;60;%;w części humanistycznej język polski
4300000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej język polski
4300000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej język polski
4300000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej język polski
4300000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej język polski
4300000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej język polski
4300000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej język polski
4300000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej język polski
4300000000;w stosunku do średniej krajowej;2012;96,92;-;w części humanistycznej język polski
4300000000;w stosunku do średniej krajowej;2013;96,77;-;w części humanistycznej język polski
4300000000;ogółem;2005;;%;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;ogółem;2006;;%;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;ogółem;2007;;%;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;ogółem;2008;;%;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;ogółem;2009;;%;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;ogółem;2010;;%;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;ogółem;2011;;%;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;ogółem;2012;60;%;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;ogółem;2013;57;%;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;w stosunku do średniej krajowej;2012;98,36;-;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;w stosunku do średniej krajowej;2013;98,28;-;w części humanistycznej historia i wiedza o społeczeństwie
4300000000;ogółem;2005;;%;w części matematyczno-przyrodniczej matematyka
4300000000;ogółem;2006;;%;w części matematyczno-przyrodniczej matematyka
4300000000;ogółem;2007;;%;w części matematyczno-przyrodniczej matematyka
4300000000;ogółem;2008;;%;w części matematyczno-przyrodniczej matematyka
4300000000;ogółem;2009;;%;w części matematyczno-przyrodniczej matematyka
4300000000;ogółem;2010;;%;w części matematyczno-przyrodniczej matematyka
4300000000;ogółem;2011;;%;w części matematyczno-przyrodniczej matematyka
4300000000;ogółem;2012;46;%;w części matematyczno-przyrodniczej matematyka
4300000000;ogółem;2013;48;%;w części matematyczno-przyrodniczej matematyka
4300000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej matematyka
4300000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej matematyka
4300000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej matematyka
4300000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej matematyka
4300000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej matematyka
4300000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej matematyka
4300000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej matematyka
4300000000;w stosunku do średniej krajowej;2012;97,87;-;w części matematyczno-przyrodniczej matematyka
4300000000;w stosunku do średniej krajowej;2013;100;-;w części matematyczno-przyrodniczej matematyka
4300000000;ogółem;2005;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;ogółem;2006;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;ogółem;2007;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;ogółem;2008;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;ogółem;2009;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;ogółem;2010;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;ogółem;2011;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;ogółem;2012;49;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;ogółem;2013;57;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;w stosunku do średniej krajowej;2012;98;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4300000000;w stosunku do średniej krajowej;2013;96,61;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;ogółem;2005;64,77;%;w części humanistycznej
4320000000;ogółem;2006;62,59;%;w części humanistycznej
4320000000;ogółem;2007;62,04;%;w części humanistycznej
4320000000;ogółem;2008;59,42;%;w części humanistycznej
4320000000;ogółem;2009;62,34;%;w części humanistycznej
4320000000;ogółem;2010;58,26;%;w części humanistycznej
4320000000;ogółem;2011;47,42;%;w części humanistycznej
4320000000;ogółem;2012;;%;w części humanistycznej
4320000000;ogółem;2013;;%;w części humanistycznej
4320000000;w stosunku do średniej krajowej;2005;97,6;-;w części humanistycznej
4320000000;w stosunku do średniej krajowej;2006;99,7;-;w części humanistycznej
4320000000;w stosunku do średniej krajowej;2007;98,55;-;w części humanistycznej
4320000000;w stosunku do średniej krajowej;2008;96,63;-;w części humanistycznej
4320000000;w stosunku do średniej krajowej;2009;98,42;-;w części humanistycznej
4320000000;w stosunku do średniej krajowej;2010;96,01;-;w części humanistycznej
4320000000;w stosunku do średniej krajowej;2011;93,68;-;w części humanistycznej
4320000000;w stosunku do średniej krajowej;2012;;-;w części humanistycznej
4320000000;w stosunku do średniej krajowej;2013;;-;w części humanistycznej
4320000000;ogółem;2005;46,13;%;w części matematyczno-przyrodniczej
4320000000;ogółem;2006;45,99;%;w części matematyczno-przyrodniczej
4320000000;ogółem;2007;48,87;%;w części matematyczno-przyrodniczej
4320000000;ogółem;2008;51,81;%;w części matematyczno-przyrodniczej
4320000000;ogółem;2009;50,1;%;w części matematyczno-przyrodniczej
4320000000;ogółem;2010;45,44;%;w części matematyczno-przyrodniczej
4320000000;ogółem;2011;44,5;%;w części matematyczno-przyrodniczej
4320000000;ogółem;2012;;%;w części matematyczno-przyrodniczej
4320000000;ogółem;2013;;%;w części matematyczno-przyrodniczej
4320000000;w stosunku do średniej krajowej;2005;95,09;-;w części matematyczno-przyrodniczej
4320000000;w stosunku do średniej krajowej;2006;96,23;-;w części matematyczno-przyrodniczej
4320000000;w stosunku do średniej krajowej;2007;96,54;-;w części matematyczno-przyrodniczej
4320000000;w stosunku do średniej krajowej;2008;95,68;-;w części matematyczno-przyrodniczej
4320000000;w stosunku do średniej krajowej;2009;96,24;-;w części matematyczno-przyrodniczej
4320000000;w stosunku do średniej krajowej;2010;95,06;-;w części matematyczno-przyrodniczej
4320000000;w stosunku do średniej krajowej;2011;94,16;-;w części matematyczno-przyrodniczej
4320000000;w stosunku do średniej krajowej;2012;;-;w części matematyczno-przyrodniczej
4320000000;w stosunku do średniej krajowej;2013;;-;w części matematyczno-przyrodniczej
4320000000;ogółem;2005;;%;w części humanistycznej język polski
4320000000;ogółem;2006;;%;w części humanistycznej język polski
4320000000;ogółem;2007;;%;w części humanistycznej język polski
4320000000;ogółem;2008;;%;w części humanistycznej język polski
4320000000;ogółem;2009;;%;w części humanistycznej język polski
4320000000;ogółem;2010;;%;w części humanistycznej język polski
4320000000;ogółem;2011;;%;w części humanistycznej język polski
4320000000;ogółem;2012;62;%;w części humanistycznej język polski
4320000000;ogółem;2013;58;%;w części humanistycznej język polski
4320000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej język polski
4320000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej język polski
4320000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej język polski
4320000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej język polski
4320000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej język polski
4320000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej język polski
4320000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej język polski
4320000000;w stosunku do średniej krajowej;2012;95,38;-;w części humanistycznej język polski
4320000000;w stosunku do średniej krajowej;2013;93,55;-;w części humanistycznej język polski
4320000000;ogółem;2005;;%;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;ogółem;2006;;%;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;ogółem;2007;;%;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;ogółem;2008;;%;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;ogółem;2009;;%;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;ogółem;2010;;%;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;ogółem;2011;;%;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;ogółem;2012;59;%;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;ogółem;2013;55;%;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;w stosunku do średniej krajowej;2012;96,72;-;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;w stosunku do średniej krajowej;2013;94,83;-;w części humanistycznej historia i wiedza o społeczeństwie
4320000000;ogółem;2005;;%;w części matematyczno-przyrodniczej matematyka
4320000000;ogółem;2006;;%;w części matematyczno-przyrodniczej matematyka
4320000000;ogółem;2007;;%;w części matematyczno-przyrodniczej matematyka
4320000000;ogółem;2008;;%;w części matematyczno-przyrodniczej matematyka
4320000000;ogółem;2009;;%;w części matematyczno-przyrodniczej matematyka
4320000000;ogółem;2010;;%;w części matematyczno-przyrodniczej matematyka
4320000000;ogółem;2011;;%;w części matematyczno-przyrodniczej matematyka
4320000000;ogółem;2012;45;%;w części matematyczno-przyrodniczej matematyka
4320000000;ogółem;2013;45;%;w części matematyczno-przyrodniczej matematyka
4320000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej matematyka
4320000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej matematyka
4320000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej matematyka
4320000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej matematyka
4320000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej matematyka
4320000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej matematyka
4320000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej matematyka
4320000000;w stosunku do średniej krajowej;2012;95,74;-;w części matematyczno-przyrodniczej matematyka
4320000000;w stosunku do średniej krajowej;2013;93,75;-;w części matematyczno-przyrodniczej matematyka
4320000000;ogółem;2005;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;ogółem;2006;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;ogółem;2007;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;ogółem;2008;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;ogółem;2009;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;ogółem;2010;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;ogółem;2011;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;ogółem;2012;49;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;ogółem;2013;55;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;w stosunku do średniej krajowej;2012;98;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
4320000000;w stosunku do średniej krajowej;2013;93,22;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;ogółem;2005;65,01;%;w części humanistycznej
5020000000;ogółem;2006;61,27;%;w części humanistycznej
5020000000;ogółem;2007;61,84;%;w części humanistycznej
5020000000;ogółem;2008;60,7;%;w części humanistycznej
5020000000;ogółem;2009;62,26;%;w części humanistycznej
5020000000;ogółem;2010;60,58;%;w części humanistycznej
5020000000;ogółem;2011;49,38;%;w części humanistycznej
5020000000;ogółem;2012;;%;w części humanistycznej
5020000000;ogółem;2013;;%;w części humanistycznej
5020000000;w stosunku do średniej krajowej;2005;97,97;-;w części humanistycznej
5020000000;w stosunku do średniej krajowej;2006;97,59;-;w części humanistycznej
5020000000;w stosunku do średniej krajowej;2007;98,24;-;w części humanistycznej
5020000000;w stosunku do średniej krajowej;2008;98,72;-;w części humanistycznej
5020000000;w stosunku do średniej krajowej;2009;98,29;-;w części humanistycznej
5020000000;w stosunku do średniej krajowej;2010;99,84;-;w części humanistycznej
5020000000;w stosunku do średniej krajowej;2011;97,55;-;w części humanistycznej
5020000000;w stosunku do średniej krajowej;2012;;-;w części humanistycznej
5020000000;w stosunku do średniej krajowej;2013;;-;w części humanistycznej
5020000000;ogółem;2005;47,68;%;w części matematyczno-przyrodniczej
5020000000;ogółem;2006;47,25;%;w części matematyczno-przyrodniczej
5020000000;ogółem;2007;49,9;%;w części matematyczno-przyrodniczej
5020000000;ogółem;2008;52,75;%;w części matematyczno-przyrodniczej
5020000000;ogółem;2009;50,32;%;w części matematyczno-przyrodniczej
5020000000;ogółem;2010;46,8;%;w części matematyczno-przyrodniczej
5020000000;ogółem;2011;46,04;%;w części matematyczno-przyrodniczej
5020000000;ogółem;2012;;%;w części matematyczno-przyrodniczej
5020000000;ogółem;2013;;%;w części matematyczno-przyrodniczej
5020000000;w stosunku do średniej krajowej;2005;98,29;-;w części matematyczno-przyrodniczej
5020000000;w stosunku do średniej krajowej;2006;98,87;-;w części matematyczno-przyrodniczej
5020000000;w stosunku do średniej krajowej;2007;98,58;-;w części matematyczno-przyrodniczej
5020000000;w stosunku do średniej krajowej;2008;97,41;-;w części matematyczno-przyrodniczej
5020000000;w stosunku do średniej krajowej;2009;96,66;-;w części matematyczno-przyrodniczej
5020000000;w stosunku do średniej krajowej;2010;97,91;-;w części matematyczno-przyrodniczej
5020000000;w stosunku do średniej krajowej;2011;97,42;-;w części matematyczno-przyrodniczej
5020000000;w stosunku do średniej krajowej;2012;;-;w części matematyczno-przyrodniczej
5020000000;w stosunku do średniej krajowej;2013;;-;w części matematyczno-przyrodniczej
5020000000;ogółem;2005;;%;w części humanistycznej język polski
5020000000;ogółem;2006;;%;w części humanistycznej język polski
5020000000;ogółem;2007;;%;w części humanistycznej język polski
5020000000;ogółem;2008;;%;w części humanistycznej język polski
5020000000;ogółem;2009;;%;w części humanistycznej język polski
5020000000;ogółem;2010;;%;w części humanistycznej język polski
5020000000;ogółem;2011;;%;w części humanistycznej język polski
5020000000;ogółem;2012;63;%;w części humanistycznej język polski
5020000000;ogółem;2013;60;%;w części humanistycznej język polski
5020000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej język polski
5020000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej język polski
5020000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej język polski
5020000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej język polski
5020000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej język polski
5020000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej język polski
5020000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej język polski
5020000000;w stosunku do średniej krajowej;2012;96,92;-;w części humanistycznej język polski
5020000000;w stosunku do średniej krajowej;2013;96,77;-;w części humanistycznej język polski
5020000000;ogółem;2005;;%;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;ogółem;2006;;%;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;ogółem;2007;;%;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;ogółem;2008;;%;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;ogółem;2009;;%;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;ogółem;2010;;%;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;ogółem;2011;;%;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;ogółem;2012;60;%;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;ogółem;2013;57;%;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;w stosunku do średniej krajowej;2005;;-;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;w stosunku do średniej krajowej;2006;;-;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;w stosunku do średniej krajowej;2007;;-;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;w stosunku do średniej krajowej;2008;;-;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;w stosunku do średniej krajowej;2009;;-;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;w stosunku do średniej krajowej;2010;;-;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;w stosunku do średniej krajowej;2011;;-;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;w stosunku do średniej krajowej;2012;98,36;-;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;w stosunku do średniej krajowej;2013;98,28;-;w części humanistycznej historia i wiedza o społeczeństwie
5020000000;ogółem;2005;;%;w części matematyczno-przyrodniczej matematyka
5020000000;ogółem;2006;;%;w części matematyczno-przyrodniczej matematyka
5020000000;ogółem;2007;;%;w części matematyczno-przyrodniczej matematyka
5020000000;ogółem;2008;;%;w części matematyczno-przyrodniczej matematyka
5020000000;ogółem;2009;;%;w części matematyczno-przyrodniczej matematyka
5020000000;ogółem;2010;;%;w części matematyczno-przyrodniczej matematyka
5020000000;ogółem;2011;;%;w części matematyczno-przyrodniczej matematyka
5020000000;ogółem;2012;46;%;w części matematyczno-przyrodniczej matematyka
5020000000;ogółem;2013;46;%;w części matematyczno-przyrodniczej matematyka
5020000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej matematyka
5020000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej matematyka
5020000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej matematyka
5020000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej matematyka
5020000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej matematyka
5020000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej matematyka
5020000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej matematyka
5020000000;w stosunku do średniej krajowej;2012;97,87;-;w części matematyczno-przyrodniczej matematyka
5020000000;w stosunku do średniej krajowej;2013;95,83;-;w części matematyczno-przyrodniczej matematyka
5020000000;ogółem;2005;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;ogółem;2006;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;ogółem;2007;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;ogółem;2008;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;ogółem;2009;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;ogółem;2010;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;ogółem;2011;;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;ogółem;2012;49;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;ogółem;2013;58;%;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;w stosunku do średniej krajowej;2005;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;w stosunku do średniej krajowej;2006;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;w stosunku do średniej krajowej;2007;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;w stosunku do średniej krajowej;2008;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;w stosunku do średniej krajowej;2009;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;w stosunku do średniej krajowej;2010;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;w stosunku do średniej krajowej;2011;;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;w stosunku do średniej krajowej;2012;98;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5020000000;w stosunku do średniej krajowej;2013;98,31;-;w części matematyczno-przyrodniczej przedmioty przyrodnicze
5160000000;ogółem;2005;63,09;%;w części humanistycznej
5160000000;ogółem;2006;60,65;%;w części humanistycznej
5160000000;ogółem;2007;61,22;%;w części humanistycznej
5160000000;ogółem;2008;59,81;%;w części humanistycznej
5160000000;ogółem;2009;62,32;%;w części humanistycznej
5160000000;ogółem;2010;60,4;%;w części humanistycznej
5160000000;ogółem;2011;49,2;%;w części humanistycznej
5160000000;ogółem;2012;;%;w części humanistycznej
5160000000;ogółem;2013;;%;w części humanistycznej
5160000000;w stosunku do średniej krajowej;2005;95,07;-;w części humanistycznej
5160000000;w stosunku do średniej krajowej;2006;96,61;-;w części humanistycznej
