Kod;Rodzaje chorób i zatruć;Rok;Wartosc;Jednostka miary
5020000000;zapalenie przyusznicy nagminne (świnka);2012;157;osoba
5020000000;zapalenie przyusznicy nagminne (świnka);2013;129;osoba
5020000000;zapalenie przyusznicy nagminne (świnka);2014;131;osoba
5020000000;zapalenie przyusznicy nagminne (świnka);2015;99;osoba
5020000000;włośnica;2005;0;osoba
5020000000;włośnica;2006;0;osoba
5020000000;włośnica;2007;0;osoba
5020000000;włośnica;2008;0;osoba
5020000000;włośnica;2009;0;osoba
5020000000;włośnica;2010;0;osoba
5020000000;włośnica;2011;11;osoba
5020000000;włośnica;2012;0;osoba
5020000000;włośnica;2013;4;osoba
5020000000;włośnica;2014;0;osoba
5020000000;włośnica;2015;1;osoba
5020000000;grypa i podejrzenia zachorowań na grypę;2005;50537;osoba
5020000000;grypa i podejrzenia zachorowań na grypę;2006;12884;osoba
5020000000;grypa i podejrzenia zachorowań na grypę;2007;19289;osoba
5020000000;grypa i podejrzenia zachorowań na grypę;2008;13624;osoba
5020000000;grypa i podejrzenia zachorowań na grypę;2009;112764;osoba
5020000000;grypa i podejrzenia zachorowań na grypę;2010;57424;osoba
5020000000;grypa i podejrzenia zachorowań na grypę;2011;98211;osoba
5020000000;grypa i podejrzenia zachorowań na grypę;2012;65863;osoba
5020000000;grypa i podejrzenia zachorowań na grypę;2013;171949;osoba
5020000000;grypa i podejrzenia zachorowań na grypę;2014;144859;osoba
5020000000;grypa i podejrzenia zachorowań na grypę;2015;200598;osoba
5020000000;szczepieni przeciw wściekliźnie;2005;316;osoba
5020000000;szczepieni przeciw wściekliźnie;2006;270;osoba
5020000000;szczepieni przeciw wściekliźnie;2007;256;osoba
5020000000;szczepieni przeciw wściekliźnie;2008;212;osoba
5020000000;szczepieni przeciw wściekliźnie;2009;212;osoba
5020000000;szczepieni przeciw wściekliźnie;2010;250;osoba
5020000000;szczepieni przeciw wściekliźnie;2011;220;osoba
5020000000;szczepieni przeciw wściekliźnie;2012;227;osoba
5020000000;szczepieni przeciw wściekliźnie;2013;219;osoba
5020000000;szczepieni przeciw wściekliźnie;2014;244;osoba
5020000000;szczepieni przeciw wściekliźnie;2015;245;osoba
5160000000;tężec;2005;1;osoba
5160000000;tężec;2006;0;osoba
5160000000;tężec;2007;0;osoba
5160000000;tężec;2008;0;osoba
5160000000;tężec;2009;1;osoba
5160000000;tężec;2010;1;osoba
5160000000;tężec;2011;1;osoba
5160000000;tężec;2012;0;osoba
5160000000;tężec;2013;0;osoba
5160000000;tężec;2014;0;osoba
5160000000;tężec;2015;1;osoba
5160000000;krztusiec;2005;77;osoba
5160000000;krztusiec;2006;25;osoba
5160000000;krztusiec;2007;22;osoba
5160000000;krztusiec;2008;59;osoba
5160000000;krztusiec;2009;53;osoba
5160000000;krztusiec;2010;8;osoba
5160000000;krztusiec;2011;24;osoba
5160000000;krztusiec;2012;58;osoba
5160000000;krztusiec;2013;14;osoba
5160000000;krztusiec;2014;75;osoba
5160000000;krztusiec;2015;62;osoba
5160000000;odra;2005;0;osoba
5160000000;odra;2006;1;osoba
5160000000;odra;2007;0;osoba
5160000000;odra;2008;3;osoba
5160000000;odra;2009;13;osoba
5160000000;odra;2010;0;osoba
5160000000;odra;2011;1;osoba
5160000000;odra;2012;0;osoba
5160000000;odra;2013;0;osoba
5160000000;odra;2014;1;osoba
5160000000;odra;2015;1;osoba
5160000000;wirusowe zapalenie wątroby typu B;2005;49;osoba
5160000000;wirusowe zapalenie wątroby typu B;2006;49;osoba
5160000000;wirusowe zapalenie wątroby typu B;2007;60;osoba
5160000000;wirusowe zapalenie wątroby typu B;2008;68;osoba
5160000000;wirusowe zapalenie wątroby typu B;2009;82;osoba
5160000000;wirusowe zapalenie wątroby typu B;2010;122;osoba
5160000000;wirusowe zapalenie wątroby typu B;2011;114;osoba
5160000000;wirusowe zapalenie wątroby typu B;2012;40;osoba
5160000000;wirusowe zapalenie wątroby typu B;2013;42;osoba
5160000000;wirusowe zapalenie wątroby typu B;2014;51;osoba
5160000000;wirusowe zapalenie wątroby typu B;2015;80;osoba
5160000000;wirusowe zapalenie wątroby typu C;2005;30;osoba
5160000000;wirusowe zapalenie wątroby typu C;2006;47;osoba
5160000000;wirusowe zapalenie wątroby typu C;2007;55;osoba
5160000000;wirusowe zapalenie wątroby typu C;2008;56;osoba
5160000000;wirusowe zapalenie wątroby typu C;2009;58;osoba
5160000000;wirusowe zapalenie wątroby typu C;2010;85;osoba
5160000000;wirusowe zapalenie wątroby typu C;2011;61;osoba
5160000000;wirusowe zapalenie wątroby typu C;2012;80;osoba
5160000000;wirusowe zapalenie wątroby typu C;2013;48;osoba
5160000000;wirusowe zapalenie wątroby typu C;2014;64;osoba
5160000000;wirusowe zapalenie wątroby typu C;2015;88;osoba
5160000000;wirusowe zapalenie wątroby typu A;2005;4;osoba
5160000000;wirusowe zapalenie wątroby typu A;2006;3;osoba
5160000000;wirusowe zapalenie wątroby typu A;2007;1;osoba
5160000000;wirusowe zapalenie wątroby typu A;2008;1;osoba
5160000000;wirusowe zapalenie wątroby typu A;2009;4;osoba
5160000000;wirusowe zapalenie wątroby typu A;2010;2;osoba
5160000000;wirusowe zapalenie wątroby typu A;2011;1;osoba
5160000000;wirusowe zapalenie wątroby typu A;2012;2;osoba
5160000000;wirusowe zapalenie wątroby typu A;2013;0;osoba
5160000000;wirusowe zapalenie wątroby typu A;2014;1;osoba
5160000000;wirusowe zapalenie wątroby typu A;2015;1;osoba
5160000000;różyczka;2005;160;osoba
5160000000;różyczka;2006;231;osoba
5160000000;różyczka;2007;109;osoba
5160000000;różyczka;2008;344;osoba
5160000000;różyczka;2009;389;osoba
5160000000;różyczka;2010;428;osoba
5160000000;różyczka;2011;89;osoba
5160000000;różyczka;2012;109;osoba
5160000000;różyczka;2013;952;osoba
5160000000;różyczka;2014;266;osoba
5160000000;różyczka;2015;48;osoba
5160000000;AIDS;2005;2;osoba
5160000000;AIDS;2006;1;osoba
5160000000;AIDS;2007;2;osoba
5160000000;AIDS;2008;4;osoba
5160000000;AIDS;2009;3;osoba
5160000000;AIDS;2010;6;osoba
5160000000;AIDS;2011;6;osoba
5160000000;AIDS;2012;3;osoba
5160000000;AIDS;2013;3;osoba
5160000000;AIDS;2014;3;osoba
5160000000;AIDS;2015;4;osoba
5160000000;salmonellozy;2005;297;osoba
5160000000;salmonellozy;2006;261;osoba
5160000000;salmonellozy;2007;281;osoba
5160000000;salmonellozy;2008;212;osoba
5160000000;salmonellozy;2009;177;osoba
5160000000;salmonellozy;2010;154;osoba
5160000000;salmonellozy;2011;136;osoba
5160000000;salmonellozy;2012;129;osoba
5160000000;salmonellozy;2013;123;osoba
5160000000;salmonellozy;2014;181;osoba
5160000000;salmonellozy;2015;190;osoba
5160000000;czerwonka bakteryjna;2005;3;osoba
5160000000;czerwonka bakteryjna;2006;0;osoba
5160000000;czerwonka bakteryjna;2007;0;osoba
5160000000;czerwonka bakteryjna;2008;0;osoba
5160000000;czerwonka bakteryjna;2009;1;osoba
5160000000;czerwonka bakteryjna;2010;0;osoba
5160000000;czerwonka bakteryjna;2011;0;osoba
5160000000;czerwonka bakteryjna;2012;0;osoba
5160000000;czerwonka bakteryjna;2013;3;osoba
5160000000;czerwonka bakteryjna;2014;0;osoba
5160000000;czerwonka bakteryjna;2015;0;osoba
5160000000;inne bakteryjne zatrucia pokarmowe;2005;38;osoba
5160000000;inne bakteryjne zatrucia pokarmowe;2006;3;osoba
5160000000;inne bakteryjne zatrucia pokarmowe;2007;11;osoba
5160000000;inne bakteryjne zatrucia pokarmowe;2008;10;osoba
5160000000;inne bakteryjne zatrucia pokarmowe;2009;160;osoba
5160000000;inne bakteryjne zatrucia pokarmowe;2010;4;osoba
5160000000;inne bakteryjne zatrucia pokarmowe;2011;7;osoba
5160000000;inne bakteryjne zatrucia pokarmowe;2012;13;osoba
5160000000;inne bakteryjne zatrucia pokarmowe;2013;12;osoba
5160000000;inne bakteryjne zatrucia pokarmowe;2014;10;osoba
5160000000;inne bakteryjne zatrucia pokarmowe;2015;13;osoba
5160000000;biegunki u dzieci do lat 2;2005;225;osoba
5160000000;biegunki u dzieci do lat 2;2006;371;osoba
5160000000;biegunki u dzieci do lat 2;2007;517;osoba
5160000000;biegunki u dzieci do lat 2;2008;641;osoba
5160000000;biegunki u dzieci do lat 2;2009;709;osoba
5160000000;biegunki u dzieci do lat 2;2010;740;osoba
5160000000;biegunki u dzieci do lat 2;2011;844;osoba
5160000000;biegunki u dzieci do lat 2;2012;800;osoba
5160000000;biegunki u dzieci do lat 2;2013;895;osoba
5160000000;biegunki u dzieci do lat 2;2014;960;osoba
5160000000;biegunki u dzieci do lat 2;2015;1004;osoba
5160000000;szkarlatyna (płonnica);2005;270;osoba
5160000000;szkarlatyna (płonnica);2006;404;osoba
5160000000;szkarlatyna (płonnica);2007;284;osoba
5160000000;szkarlatyna (płonnica);2008;548;osoba
5160000000;szkarlatyna (płonnica);2009;641;osoba
5160000000;szkarlatyna (płonnica);2010;417;osoba
5160000000;szkarlatyna (płonnica);2011;526;osoba
5160000000;szkarlatyna (płonnica);2012;743;osoba
5160000000;szkarlatyna (płonnica);2013;1044;osoba
5160000000;szkarlatyna (płonnica);2014;720;osoba
5160000000;szkarlatyna (płonnica);2015;666;osoba
5160000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2005;29;osoba
5160000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2006;32;osoba
5160000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2007;26;osoba
5160000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2008;35;osoba
5160000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2009;30;osoba
5160000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2010;27;osoba
5160000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2011;31;osoba
5160000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2012;19;osoba
5160000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2013;17;osoba
5160000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2014;23;osoba
5160000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2015;23;osoba
5160000000;wirusowe zapalenie opon mózgowych;2005;31;osoba
5160000000;wirusowe zapalenie opon mózgowych;2006;62;osoba
5160000000;wirusowe zapalenie opon mózgowych;2007;22;osoba
5160000000;wirusowe zapalenie opon mózgowych;2008;23;osoba
5160000000;wirusowe zapalenie opon mózgowych;2009;26;osoba
5160000000;wirusowe zapalenie opon mózgowych;2010;84;osoba
5160000000;wirusowe zapalenie opon mózgowych;2011;79;osoba
5160000000;wirusowe zapalenie opon mózgowych;2012;58;osoba
5160000000;wirusowe zapalenie opon mózgowych;2013;56;osoba
5160000000;wirusowe zapalenie opon mózgowych;2014;69;osoba
5160000000;wirusowe zapalenie opon mózgowych;2015;38;osoba
5160000000;wirusowe zapalenie mózgu;2005;20;osoba
5160000000;wirusowe zapalenie mózgu;2006;17;osoba
5160000000;wirusowe zapalenie mózgu;2007;4;osoba
5160000000;wirusowe zapalenie mózgu;2008;11;osoba
5160000000;wirusowe zapalenie mózgu;2009;10;osoba
5160000000;wirusowe zapalenie mózgu;2010;8;osoba
5160000000;wirusowe zapalenie mózgu;2011;8;osoba
5160000000;wirusowe zapalenie mózgu;2012;12;osoba
5160000000;wirusowe zapalenie mózgu;2013;9;osoba
5160000000;wirusowe zapalenie mózgu;2014;9;osoba
5160000000;wirusowe zapalenie mózgu;2015;6;osoba
5160000000;zapalenie przyusznicy nagminne (świnka);2005;2211;osoba
5160000000;zapalenie przyusznicy nagminne (świnka);2006;746;osoba
5160000000;zapalenie przyusznicy nagminne (świnka);2007;164;osoba
5160000000;zapalenie przyusznicy nagminne (świnka);2008;110;osoba
5160000000;zapalenie przyusznicy nagminne (świnka);2009;118;osoba
5160000000;zapalenie przyusznicy nagminne (świnka);2010;94;osoba
5160000000;zapalenie przyusznicy nagminne (świnka);2011;92;osoba
5160000000;zapalenie przyusznicy nagminne (świnka);2012;91;osoba
5160000000;zapalenie przyusznicy nagminne (świnka);2013;93;osoba
5160000000;zapalenie przyusznicy nagminne (świnka);2014;88;osoba
5160000000;zapalenie przyusznicy nagminne (świnka);2015;71;osoba
5160000000;włośnica;2005;0;osoba
5160000000;włośnica;2006;0;osoba
5160000000;włośnica;2007;0;osoba
5160000000;włośnica;2008;0;osoba
5160000000;włośnica;2009;0;osoba
5160000000;włośnica;2010;0;osoba
5160000000;włośnica;2011;0;osoba
5160000000;włośnica;2012;0;osoba
5160000000;włośnica;2013;0;osoba
5160000000;włośnica;2014;0;osoba
5160000000;włośnica;2015;0;osoba
5160000000;grypa i podejrzenia zachorowań na grypę;2005;25045;osoba
5160000000;grypa i podejrzenia zachorowań na grypę;2006;11927;osoba
5160000000;grypa i podejrzenia zachorowań na grypę;2007;30737;osoba
5160000000;grypa i podejrzenia zachorowań na grypę;2008;18940;osoba
5160000000;grypa i podejrzenia zachorowań na grypę;2009;48146;osoba
5160000000;grypa i podejrzenia zachorowań na grypę;2010;26370;osoba
5160000000;grypa i podejrzenia zachorowań na grypę;2011;31135;osoba
5160000000;grypa i podejrzenia zachorowań na grypę;2012;23032;osoba
5160000000;grypa i podejrzenia zachorowań na grypę;2013;55807;osoba
5160000000;grypa i podejrzenia zachorowań na grypę;2014;33351;osoba
5160000000;grypa i podejrzenia zachorowań na grypę;2015;65365;osoba
5160000000;szczepieni przeciw wściekliźnie;2005;136;osoba
5160000000;szczepieni przeciw wściekliźnie;2006;163;osoba
5160000000;szczepieni przeciw wściekliźnie;2007;103;osoba
5160000000;szczepieni przeciw wściekliźnie;2008;114;osoba
5160000000;szczepieni przeciw wściekliźnie;2009;114;osoba
5160000000;szczepieni przeciw wściekliźnie;2010;110;osoba
5160000000;szczepieni przeciw wściekliźnie;2011;114;osoba
5160000000;szczepieni przeciw wściekliźnie;2012;116;osoba
5160000000;szczepieni przeciw wściekliźnie;2013;121;osoba
5160000000;szczepieni przeciw wściekliźnie;2014;120;osoba
5160000000;szczepieni przeciw wściekliźnie;2015;89;osoba
6040000000;tężec;2005;0;osoba
6040000000;tężec;2006;1;osoba
6040000000;tężec;2007;0;osoba
6040000000;tężec;2008;1;osoba
6040000000;tężec;2009;1;osoba
6040000000;tężec;2010;0;osoba
6040000000;tężec;2011;0;osoba
6040000000;tężec;2012;1;osoba
6040000000;tężec;2013;0;osoba
6040000000;tężec;2014;0;osoba
6040000000;tężec;2015;0;osoba
6040000000;krztusiec;2005;172;osoba
6040000000;krztusiec;2006;72;osoba
6040000000;krztusiec;2007;49;osoba
6040000000;krztusiec;2008;257;osoba
6040000000;krztusiec;2009;168;osoba
6040000000;krztusiec;2010;43;osoba
6040000000;krztusiec;2011;145;osoba
6040000000;krztusiec;2012;260;osoba
6040000000;krztusiec;2013;120;osoba
6040000000;krztusiec;2014;300;osoba
6040000000;krztusiec;2015;450;osoba
6040000000;odra;2005;0;osoba
6040000000;odra;2006;1;osoba
6040000000;odra;2007;1;osoba
6040000000;odra;2008;0;osoba
6040000000;odra;2009;0;osoba
6040000000;odra;2010;0;osoba
6040000000;odra;2011;3;osoba
6040000000;odra;2012;1;osoba
6040000000;odra;2013;0;osoba
6040000000;odra;2014;0;osoba
6040000000;odra;2015;1;osoba
6040000000;wirusowe zapalenie wątroby typu B;2005;126;osoba
6040000000;wirusowe zapalenie wątroby typu B;2006;162;osoba
6040000000;wirusowe zapalenie wątroby typu B;2007;103;osoba
6040000000;wirusowe zapalenie wątroby typu B;2008;127;osoba
6040000000;wirusowe zapalenie wątroby typu B;2009;99;osoba
6040000000;wirusowe zapalenie wątroby typu B;2010;113;osoba
6040000000;wirusowe zapalenie wątroby typu B;2011;89;osoba
6040000000;wirusowe zapalenie wątroby typu B;2012;105;osoba
6040000000;wirusowe zapalenie wątroby typu B;2013;106;osoba
6040000000;wirusowe zapalenie wątroby typu B;2014;261;osoba
6040000000;wirusowe zapalenie wątroby typu B;2015;332;osoba
6040000000;wirusowe zapalenie wątroby typu C;2005;221;osoba
6040000000;wirusowe zapalenie wątroby typu C;2006;249;osoba
6040000000;wirusowe zapalenie wątroby typu C;2007;150;osoba
6040000000;wirusowe zapalenie wątroby typu C;2008;181;osoba
6040000000;wirusowe zapalenie wątroby typu C;2009;89;osoba
6040000000;wirusowe zapalenie wątroby typu C;2010;190;osoba
6040000000;wirusowe zapalenie wątroby typu C;2011;177;osoba
6040000000;wirusowe zapalenie wątroby typu C;2012;193;osoba
6040000000;wirusowe zapalenie wątroby typu C;2013;214;osoba
6040000000;wirusowe zapalenie wątroby typu C;2014;344;osoba
6040000000;wirusowe zapalenie wątroby typu C;2015;469;osoba
6040000000;wirusowe zapalenie wątroby typu A;2005;2;osoba
6040000000;wirusowe zapalenie wątroby typu A;2006;7;osoba
6040000000;wirusowe zapalenie wątroby typu A;2007;2;osoba
6040000000;wirusowe zapalenie wątroby typu A;2008;2;osoba
6040000000;wirusowe zapalenie wątroby typu A;2009;18;osoba
6040000000;wirusowe zapalenie wątroby typu A;2010;5;osoba
6040000000;wirusowe zapalenie wątroby typu A;2011;4;osoba
6040000000;wirusowe zapalenie wątroby typu A;2012;4;osoba
6040000000;wirusowe zapalenie wątroby typu A;2013;1;osoba
6040000000;wirusowe zapalenie wątroby typu A;2014;0;osoba
6040000000;wirusowe zapalenie wątroby typu A;2015;2;osoba
6040000000;różyczka;2005;731;osoba
6040000000;różyczka;2006;1090;osoba
6040000000;różyczka;2007;372;osoba
6040000000;różyczka;2008;385;osoba
6040000000;różyczka;2009;340;osoba
6040000000;różyczka;2010;208;osoba
6040000000;różyczka;2011;257;osoba
6040000000;różyczka;2012;323;osoba
6040000000;różyczka;2013;2472;osoba
6040000000;różyczka;2014;279;osoba
6040000000;różyczka;2015;143;osoba
6040000000;AIDS;2005;7;osoba
6040000000;AIDS;2006;11;osoba
6040000000;AIDS;2007;4;osoba
6040000000;AIDS;2008;2;osoba
6040000000;AIDS;2009;3;osoba
6040000000;AIDS;2010;5;osoba
6040000000;AIDS;2011;5;osoba
6040000000;AIDS;2012;1;osoba
6040000000;AIDS;2013;1;osoba
6040000000;AIDS;2014;2;osoba
6040000000;AIDS;2015;3;osoba
6040000000;salmonellozy;2005;1389;osoba
6040000000;salmonellozy;2006;865;osoba
6040000000;salmonellozy;2007;668;osoba
6040000000;salmonellozy;2008;765;osoba
6040000000;salmonellozy;2009;516;osoba
6040000000;salmonellozy;2010;622;osoba
6040000000;salmonellozy;2011;549;osoba
6040000000;salmonellozy;2012;562;osoba
6040000000;salmonellozy;2013;543;osoba
6040000000;salmonellozy;2014;480;osoba
6040000000;salmonellozy;2015;451;osoba
6040000000;czerwonka bakteryjna;2005;1;osoba
6040000000;czerwonka bakteryjna;2006;1;osoba
6040000000;czerwonka bakteryjna;2007;5;osoba
6040000000;czerwonka bakteryjna;2008;1;osoba
6040000000;czerwonka bakteryjna;2009;0;osoba
6040000000;czerwonka bakteryjna;2010;11;osoba
6040000000;czerwonka bakteryjna;2011;0;osoba
6040000000;czerwonka bakteryjna;2012;0;osoba
6040000000;czerwonka bakteryjna;2013;0;osoba
6040000000;czerwonka bakteryjna;2014;5;osoba
6040000000;czerwonka bakteryjna;2015;2;osoba
6040000000;inne bakteryjne zatrucia pokarmowe;2005;141;osoba
6040000000;inne bakteryjne zatrucia pokarmowe;2006;254;osoba
6040000000;inne bakteryjne zatrucia pokarmowe;2007;275;osoba
6040000000;inne bakteryjne zatrucia pokarmowe;2008;78;osoba
6040000000;inne bakteryjne zatrucia pokarmowe;2009;92;osoba
6040000000;inne bakteryjne zatrucia pokarmowe;2010;22;osoba
6040000000;inne bakteryjne zatrucia pokarmowe;2011;48;osoba
6040000000;inne bakteryjne zatrucia pokarmowe;2012;26;osoba
6040000000;inne bakteryjne zatrucia pokarmowe;2013;45;osoba
6040000000;inne bakteryjne zatrucia pokarmowe;2014;36;osoba
6040000000;inne bakteryjne zatrucia pokarmowe;2015;41;osoba
6040000000;biegunki u dzieci do lat 2;2005;1214;osoba
6040000000;biegunki u dzieci do lat 2;2006;1385;osoba
6040000000;biegunki u dzieci do lat 2;2007;1386;osoba
6040000000;biegunki u dzieci do lat 2;2008;1867;osoba
6040000000;biegunki u dzieci do lat 2;2009;1349;osoba
6040000000;biegunki u dzieci do lat 2;2010;1306;osoba
6040000000;biegunki u dzieci do lat 2;2011;1949;osoba
6040000000;biegunki u dzieci do lat 2;2012;2057;osoba
6040000000;biegunki u dzieci do lat 2;2013;1990;osoba
6040000000;biegunki u dzieci do lat 2;2014;2050;osoba
6040000000;biegunki u dzieci do lat 2;2015;2205;osoba
6040000000;szkarlatyna (płonnica);2005;695;osoba
6040000000;szkarlatyna (płonnica);2006;527;osoba
6040000000;szkarlatyna (płonnica);2007;458;osoba
6040000000;szkarlatyna (płonnica);2008;726;osoba
6040000000;szkarlatyna (płonnica);2009;1052;osoba
6040000000;szkarlatyna (płonnica);2010;920;osoba
6040000000;szkarlatyna (płonnica);2011;1156;osoba
6040000000;szkarlatyna (płonnica);2012;1608;osoba
6040000000;szkarlatyna (płonnica);2013;1727;osoba
6040000000;szkarlatyna (płonnica);2014;1819;osoba
6040000000;szkarlatyna (płonnica);2015;2060;osoba
6040000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2005;65;osoba
6040000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2006;63;osoba
6040000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2007;80;osoba
6040000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2008;53;osoba
6040000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2009;44;osoba
6040000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2010;57;osoba
6040000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2011;53;osoba
6040000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2012;39;osoba
6040000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2013;41;osoba
6040000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2014;37;osoba
6040000000;bakteryjne zapalenie opon mózgowych i/lub mózgu;2015;56;osoba
6040000000;wirusowe zapalenie opon mózgowych;2005;88;osoba
6040000000;wirusowe zapalenie opon mózgowych;2006;101;osoba
6040000000;wirusowe zapalenie opon mózgowych;2007;56;osoba
6040000000;wirusowe zapalenie opon mózgowych;2008;54;osoba
6040000000;wirusowe zapalenie opon mózgowych;2009;39;osoba
6040000000;wirusowe zapalenie opon mózgowych;2010;52;osoba
6040000000;wirusowe zapalenie opon mózgowych;2011;75;osoba
6040000000;wirusowe zapalenie opon mózgowych;2012;55;osoba
6040000000;wirusowe zapalenie opon mózgowych;2013;76;osoba
6040000000;wirusowe zapalenie opon mózgowych;2014;114;osoba
6040000000;wirusowe zapalenie opon mózgowych;2015;52;osoba
6040000000;wirusowe zapalenie mózgu;2005;7;osoba
6040000000;wirusowe zapalenie mózgu;2006;10;osoba
6040000000;wirusowe zapalenie mózgu;2007;21;osoba
6040000000;wirusowe zapalenie mózgu;2008;17;osoba
6040000000;wirusowe zapalenie mózgu;2009;8;osoba
6040000000;wirusowe zapalenie mózgu;2010;10;osoba
6040000000;wirusowe zapalenie mózgu;2011;7;osoba
6040000000;wirusowe zapalenie mózgu;2012;10;osoba
6040000000;wirusowe zapalenie mózgu;2013;16;osoba
6040000000;wirusowe zapalenie mózgu;2014;10;osoba
6040000000;wirusowe zapalenie mózgu;2015;10;osoba
6040000000;zapalenie przyusznicy nagminne (świnka);2005;7687;osoba
6040000000;zapalenie przyusznicy nagminne (świnka);2006;814;osoba
6040000000;zapalenie przyusznicy nagminne (świnka);2007;209;osoba
6040000000;zapalenie przyusznicy nagminne (świnka);2008;220;osoba
6040000000;zapalenie przyusznicy nagminne (świnka);2009;199;osoba
6040000000;zapalenie przyusznicy nagminne (świnka);2010;174;osoba
6040000000;zapalenie przyusznicy nagminne (świnka);2011;162;osoba
6040000000;zapalenie przyusznicy nagminne (świnka);2012;201;osoba
6040000000;zapalenie przyusznicy nagminne (świnka);2013;180;osoba
6040000000;zapalenie przyusznicy nagminne (świnka);2014;177;osoba
6040000000;zapalenie przyusznicy nagminne (świnka);2015;190;osoba
6040000000;włośnica;2005;7;osoba
6040000000;włośnica;2006;36;osoba
6040000000;włośnica;2007;12;osoba
6040000000;włośnica;2008;0;osoba
6040000000;włośnica;2009;1;osoba
6040000000;włośnica;2010;0;osoba
6040000000;włośnica;2011;0;osoba
6040000000;włośnica;2012;0;osoba
6040000000;włośnica;2013;0;osoba
6040000000;włośnica;2014;22;osoba
6040000000;włośnica;2015;0;osoba
6040000000;grypa i podejrzenia zachorowań na grypę;2005;28182;osoba
6040000000;grypa i podejrzenia zachorowań na grypę;2006;4886;osoba
6040000000;grypa i podejrzenia zachorowań na grypę;2007;11944;osoba
6040000000;grypa i podejrzenia zachorowań na grypę;2008;3215;osoba
6040000000;grypa i podejrzenia zachorowań na grypę;2009;40621;osoba
6040000000;grypa i podejrzenia zachorowań na grypę;2010;15647;osoba
6040000000;grypa i podejrzenia zachorowań na grypę;2011;24057;osoba
6040000000;grypa i podejrzenia zachorowań na grypę;2012;19847;osoba
6040000000;grypa i podejrzenia zachorowań na grypę;2013;107783;osoba
6040000000;grypa i podejrzenia zachorowań na grypę;2014;206197;osoba
6040000000;grypa i podejrzenia zachorowań na grypę;2015;252920;osoba
6040000000;szczepieni przeciw wściekliźnie;2005;359;osoba
6040000000;szczepieni przeciw wściekliźnie;2006;389;osoba
6040000000;szczepieni przeciw wściekliźnie;2007;401;osoba
6040000000;szczepieni przeciw wściekliźnie;2008;377;osoba
6040000000;szczepieni przeciw wściekliźnie;2009;399;osoba
6040000000;szczepieni przeciw wściekliźnie;2010;398;osoba
6040000000;szczepieni przeciw wściekliźnie;2011;373;osoba
6040000000;szczepieni przeciw wściekliźnie;2012;483;osoba
6040000000;szczepieni przeciw wściekliźnie;2013;437;osoba
6040000000;szczepieni przeciw wściekliźnie;2014;492;osoba
6040000000;szczepieni przeciw wściekliźnie;2015;455;osoba
6220000000;tężec;2005;1;osoba
6220000000;tężec;2006;1;osoba
6220000000;tężec;2007;0;osoba
6220000000;tężec;2008;0;osoba
6220000000;tężec;2009;0;osoba
6220000000;tężec;2010;0;osoba
6220000000;tężec;2011;1;osoba
6220000000;tężec;2012;2;osoba
6220000000;tężec;2013;0;osoba
6220000000;tężec;2014;2;osoba
6220000000;tężec;2015;1;osoba
6220000000;krztusiec;2005;99;osoba
6220000000;krztusiec;2006;14;osoba
6220000000;krztusiec;2007;28;osoba
6220000000;krztusiec;2008;103;osoba
6220000000;krztusiec;2009;48;osoba
6220000000;krztusiec;2010;51;osoba
6220000000;krztusiec;2011;64;osoba
6220000000;krztusiec;2012;163;osoba
6220000000;krztusiec;2013;157;osoba
6220000000;krztusiec;2014;84;osoba
6220000000;krztusiec;2015;272;osoba
6220000000;odra;2005;1;osoba
6220000000;odra;2006;7;osoba
6220000000;odra;2007;0;osoba
6220000000;odra;2008;1;osoba
6220000000;odra;2009;0;osoba
6220000000;odra;2010;1;osoba
6220000000;odra;2011;0;osoba
6220000000;odra;2012;1;osoba
6220000000;odra;2013;1;osoba
6220000000;odra;2014;0;osoba
6220000000;odra;2015;1;osoba
6220000000;wirusowe zapalenie wątroby typu B;2005;131;osoba
6220000000;wirusowe zapalenie wątroby typu B;2006;79;osoba
6220000000;wirusowe zapalenie wątroby typu B;2007;67;osoba
6220000000;wirusowe zapalenie wątroby typu B;2008;30;osoba
6220000000;wirusowe zapalenie wątroby typu B;2009;41;osoba
6220000000;wirusowe zapalenie wątroby typu B;2010;63;osoba
6220000000;wirusowe zapalenie wątroby typu B;2011;72;osoba
